PDB	HS	Eelec	Evdw	BSA	Edesolv
2jgc_2	-91.92641	-83.3623	-69.5556	1561.71	-5.88588
4byz_2	-98.6647	-121.239	-50.8829	1495.93	-23.534
1b78_2	-117.8341	-450.602	-44.6613	1738.69	16.9476
2oil_1	-116.5112	-393.901	-64.5092	1882.03	26.7782
3ggy_1	-181.4314	-458.96	-49.7316	2357.33	-39.9078
2w5y_1	-149.135491	-629.551	-51.2523	1577.53	27.9761
3frr_1	-141.7529	-433.388	-61.4763	2038.22	6.401
3rsn_1	-78.96539	-100.328	-53.5136	1433.43	-5.38619
1sqw_1	-122.0687	-153.941	-54.4099	1373.2	-36.8706
2wgb_2	-110.6423391	-255.102	-46.1494	1636.5	-13.4812
2bba_1	-105.1265	-150.125	-61.5613	2053.35	-13.5402
3v32_1	-114.570098	-452.081	-51.8634	1854.07	27.5772
1pi1_2	-104.30034	-260.029	-59.1685	1519.15	6.87396
3rwm_1	-129.9769	-182.62	-76.9378	1879.49	-16.5151
4eti_1	-147.5015	-293.222	-48.923	1637.1	-39.9341
1xo5_2	-102.8013417	-152.812	-55.0885	1441.47	-17.2
1txj_1	-51.3847845	-202.016	-38.3235	1347.8	27.2452
2fav_1	-110.091	-255.919	-35.6241	1364.62	-23.2831
2bmj_1	-60.95631	-107.27	-48.4888	1474.42	8.98649
1mzw_1	-91.12847	-188.642	-57.1335	1589.28	3.73343
1ty4_3	-123.10257	-381.644	-49.6291	1635.61	2.85533
1y43_2	-19.7574	-31.3725	-44.5356	1466.08	31.0527
3n9d_1	-113.8789	-178.104	-54.4775	1528.88	-23.7806
4glq_2	-82.3288	-273.057	-40.577	1460.83	12.8596
2wp7_2	-129.12624	-314.2	-64.9521	1851.11	-1.33414
4jqu_2	-67.5292493	-75.2683	-51.5899	1457.25	-0.899156
1cm0_1	-114.1683	-157.941	-58.8281	1765.25	-23.752
2czu_1	-46.8446	-142.444	-37.7065	1316.36	19.3507
2ikb_3	-93.9200947	-89.5033	-49.5842	1414.18	-26.4527
4bhb_1	-154.804	-252.485	-71.2999	1936.96	-33.0071
4hh5_1	-87.8127	-381.621	-31.2996	1329.01	19.8111
2ozy_1	-141.2779	-175.395	-70.3047	1708.41	-35.8942
2wry_1	-72.3203366	-193.333	-50.1476	1428.43	16.472
1ocs_1	-100.72196	-204.654	-50.9864	1376.25	-8.80476
2dyi_1	-87.24325	-219.295	-46.9077	1472.35	3.52345
4l9h_1	-129.4016	-242.378	-72.6785	2261.85	-8.2475
1wgb_2	-101.1978	-292.29	-46.9926	1550.27	4.2528
4n3u_1	-101.87919	-235.526	-64.1302	1840.63	9.35621
4g08_1	-126.43684	-262.673	-65.2129	1849.28	-8.68934
3uv4_2	-94.70846	-54.3048	-46.6653	1419.12	-37.1822
3hqc_1	-100.952157	-84.919	-70.3941	1814.27	-13.5871
2vy7_1	-104.0213535	-182.488	-52.6224	1682.41	-14.912
3qra_1	-107.1376745	-182.709	-50.0969	1315.89	-20.5043
3qh7_2	-133.3984255	-310.951	-69.7326	1691.66	-1.51108
4irf_1	-118.77316	-404.492	-45.7853	1624.85	7.91054
2qzq_1	-140.6759	-448.602	-35.8831	1331.55	-15.0724
1smb_2	-77.83402	-167.376	-36.0112	1198.91	-8.34762
4kk4_1	-90.70585	-188.294	-44.2692	1374.86	-8.77785
2r0j_2	-73.94895	-138.512	-48.281	1523.35	2.03445
4erc_1	-88.5746	-248.808	-28.4786	1306.41	-10.3344
3onk_1	-90.4999	-170.844	-41.6933	1476.14	-14.6378
2y1q_1	-85.1414331	-103.421	-63.0304	1526.78	-1.44859
2ehg_1	-82.22588	-161.472	-44.8723	1485.99	-5.05918
3u5w_2	-91.03717	-177.395	-58.1896	1437.59	2.63143
2a1i_1	-116.2541	-136.531	-61.0633	1802.24	-27.8846
3g0m_1	-98.01235	-264.918	-54.8601	1458.8	9.83135
4eo7_1	-65.1956	-167.292	-39.1742	1348.64	7.437
2cy1_1	-93.83304	-245.536	-53.3964	1529.29	8.67056
1nwm_1	-66.8382096	-228.867	-38.8071	1270.48	17.6787
1iuk_1	-121.6506	-274.969	-46.904	1409.32	-19.7528
3d22_1	-80.2480415	-150.221	-48.8804	1337.18	-1.37231
1jhc_2	-106.16275	-190.706	-60.0603	1524.51	-7.96125
3wan_1	-134.2853	-263.896	-52.7593	1446.28	-28.7468
1vsr_1	-87.9069	-324.096	-37.6567	1354.17	14.569
4b0m_3	-108.5770661	-193.531	-61.1841	1396.87	-8.7293
4cv4_2	-144.3408	-322.674	-66.9129	1791.68	-12.8931
2hnf_1	-105.0680061	-172.428	-72.7005	1672.13	2.07128
2z13_1	-146.2147572	-203.436	-78.3841	1967.1	-27.189
2wto_1	-107.6187	-214.653	-48.2124	1491.72	-16.4757
3nrx_2	-153.9521594	-452.624	-55.0996	2106.33	-8.35834
2w0g_1	-108.81399	-353.244	-36.3683	1349.48	-1.79689
2qkl_2	-87.91195	-116.243	-61.1123	1796.62	-3.55105
3bkr_1	-107.1223	-418.888	-50.86	1383.04	27.5153
2cxy_1	-99.07595	-250.523	-40.3644	1377.54	-8.60695
1c44_1	-115.8247	-102.474	-72.682	1622.21	-22.6479
1roa_1	-85.3012	-382.113	-36.2624	1485.37	27.3838
2fcj_1	-54.32215	-94.6676	-37.8931	1365.28	2.50447
3l11_1	-111.4018704	-64.4712	-72.2245	1719.06	-26.3192
3qor_1	-66.5341	-185.832	-42.2311	1282.24	12.8634
1x0t_1	-118.2633	-283.515	-43.3896	1394.75	-18.1707
3vc0_1	-127.3862	-142.958	-54.3762	1808.36	-44.4184
3ue2_1	-131.6579	-432.992	-34.5636	1507.61	-10.4959
1odd_1	-121.91517	-266.075	-61.1457	1607.46	-7.55447
1xod_1	-91.6828	-370.621	-56.9657	1516.26	39.4071
1h8u_1	-88.57804	-10.7602	-65.4924	1417.3	-20.9336
4e74_1	-78.45692853	-106.069	-45.0807	1261.32	-12.1682
1s7z_1	-122.3324	-266.574	-58.0359	1799.75	-10.9817
3ff9_1	-76.91565	-192.112	-46.2	1404.11	7.70675
1wpa_1	-132.33954	-465.368	-49.0167	1972.59	9.75076
1tfg_2	-102.99668	-68.0654	-60.5614	1455.67	-28.8222
2pii_2	-107.41453	-391.63	-38.2124	1260.33	9.12387
3m88_1	-94.30376	-75.7603	-46.0209	1311.55	-33.1308
1cew_1	-104.3058	-125.059	-61.5069	1621.18	-17.7871
1utu_2	-95.7796	-436.397	-37.4125	1531.03	28.9123
3k0x_1	-84.48101	-167.077	-43.3263	1230.58	-7.73931
2jin_1	-128.3849	-158.622	-69.9099	1630.55	-26.7506
2ja4_1	-106.3367	-130.57	-56.1966	1357.95	-24.0261
2e3h_1	-93.32032226	-134.138	-56.4988	1442.87	-9.99956
3zzr_1	-98.34964	-207.245	-50.6822	1317.19	-6.21844
1mfl_1	-74.25151	-85.3447	-54.2289	1354.72	-2.95367
3off_1	-61.1775	-130.047	-50.0392	1312.68	14.8711
4he6_1	-101.50936	-276.883	-43.6158	1382.28	-2.51696
4f2i_1	-131.1673	-119.729	-79.4326	1609.78	-27.7889
3rdy_1	-79.17165	-128.834	-49.9157	1450.63	-3.48915
2f60_1	-77.55664	-116.435	-47.5884	1330.68	-6.68124
2zxq_1	-87.4826943	-470.029	-41.2901	2277.92	47.7367
1lsh_2	-222.459067	-337.555	-86.8318	2698.78	-68.5154
1wxr_2	-158.408987	-118.099	-84.9023	2378.61	-50.0157
1hn0_1	-110.5526336	-645.763	-34.7016	2165.43	53.2594
2ya1_1	-24.686182	-103.864	-52.6492	1329.57	48.6103
3syj_1	5.198115	-118.442	-63.004	2001.53	91.7395
4om9_1	-124.2658	-72.6329	-63.3821	1954.63	-46.8868
4aco_1	-106.961155	-537.817	-31.2836	1592.25	31.5912
1q2l_1	-101.3084	-276.116	-69.2055	2060.09	23.1203
3iay_1	-110.8957573	-283.455	-65.3882	1517.87	11.1789
2ww8_1	53.813	-289.206	-35.0408	1292.35	146.695
3s1s_2	-136.087	-193.161	-74.9259	2052.76	-22.5289
3bjc_2	-73.2110867	-232.601	-35.5377	1399.91	8.77215
2gtq_1	-74.4843	-384.794	-41.3464	1597.19	43.8209
2hz7_1	-176.659978	-449.239	-61.1319	2152.56	-25.9194
1s5j_2	-111.792944	-208.49	-53.4652	1544.66	-17.4683
4h3s_2	-88.339771	-359.951	-36.3981	1447.37	19.922
4j5t_1	-181.1701023	-209.344	-103.235	3087.77	-36.1388
3qde_2	-31.5409	-236.333	-44.0503	1472.36	59.776
3cf4_3	-49.7288	-349.382	-45.0559	1697.63	65.2035
3gm8_2	-31.293209	-264.221	-36.6038	1563.24	57.8605
2ols_2	-103.066543	-191.444	-56.4685	1539.39	-8.96029
3apo_1	-129.725345	-314.672	-86.8877	2452.6	19.3508
3eh2_4	-101.468095	-307.574	-44.3213	1694.52	4.18714
2vnu_1	-94.5554295	-448.144	-70.776	2427.81	65.821
4m0m_1	1.282555736	-689.738	-59.0072	3089.47	198.231
3eh1_1	-97.076236	-539.699	-44.221	2172.88	54.927
2xe4_2	-65.8172	-200.126	-39.8928	1265.78	14.1008
4l79_2	30.471036	-153.294	-65.6752	1760.95	126.754
1yr2_1	-139.221256	-278.297	-64.3723	1880.14	-19.379
2ztg_1	-96.2128	-491.338	-45.981	2026.18	48.0358
1l1l_2	-101.3752175	-218.756	-52.4957	1652.2	-5.14996
3k1d_1	-122.6513	-117.384	-62.4715	1938.36	-36.703
1iv8_1	-77.7825	-298.317	-44.9595	1669.39	26.8404
1w27_4	8.0096	-242.848	-45.9628	2012.8	102.542
3wdj_1	35.35527	-122.077	-52.4558	1714.86	111.807
3hje_1	-66.0693	-435.669	-55.8319	1819.86	76.8964
1h76_1	-133.8194161	-436.504	-34.6448	1853.37	-11.8868
4are_1	50.6045366	-183.035	-58.0456	1391.39	145.245
2p4e_3	-88.371969	-333.078	-37.0224	1276.15	14.7165
1yiq_1	-36.45026	-74.9423	-41.344	1357.89	19.8822
4jcl_1	-84.38201	-111.522	-55.4864	1794.85	-6.59121
4nsx_1	-88.962989	-295.327	-73.3012	2689.39	43.1378
1y79_1	-127.50297	-322.117	-69.5418	2030.77	6.46223
2zpa_2	-27.199884	-222.406	-52.6562	1873.92	69.773
1r6v_1	-91.9165	-260.823	-52.1815	1719.5	12.4296
3kom_2	23.447581	-246.736	-46.4024	1559.75	31.2426
4b2n_1	-71.17946	-55.3333	-43.1016	1329.3	-17.0112
2wsk_1	-93.77276	-207.825	-59.1818	1674.78	6.97404
4aef_2	-105.239995	-354.433	-45.8131	1614.1	11.4288
1clc_1	-121.321	-176.307	-47.919	1503.84	-38.1406
1i5p_1	-150.7347	-218.833	-117.167	3160.73	10.1989
4iuw_1	-99.3742	-184.376	-43.9586	1480.67	-18.5404
3g06_2	-82.155059	-230.287	-52.0509	1374.39	15.8137
3m07_1	-75.21388	-94.1224	-66.1067	2127.13	9.7173
1m7x_3	-128.580602	-228.663	-60.8825	1864.22	-22.0896
3d3a_1	-97.8786194	-341.217	-60.1233	2121.14	30.4373
2ewf_1	-184.258069	-401.856	-46.4515	1413.73	-57.7696
1nbw_2	-157.9923	-211.891	-56.7484	1645.1	-58.8657
2et6_1	-128.5664398	-371.721	-35.8696	2006.23	-18.4382
1iq0_1	-123.0476	-392.674	-73.0942	2022.65	28.5814
4aw7_1	-102.874456	-284.807	-41.8119	1326.06	-4.15441
3h1t_1	-122.854736	-304.581	-50.6007	1528.63	-11.8154
1ciy_1	-20.7541	-228.646	-51.9908	1736.81	76.9659
3eb7_5	-56.98516	-52.4158	-35.0469	1250.32	-11.4551
4d8o_1	-129.085601	-375.809	-60.4736	1811.78	6.05422
3u24_1	-94.3921	-348.567	-44.6885	1987.69	19.9666
2z63_1	-136.8613	-183.714	-67.2757	1864.27	-32.8428
3hx6_2	-26.010102	-142.741	-46.5502	1563.26	48.9419
4h5y_1	-235.9407925	-758.233	-97.3151	3617.63	12.9952
4po6_3	-125.989213	-361.188	-44.5333	1843.38	-9.6608
3q3q_2	-95.0647	-145.602	-46.759	1535.83	-19.1853
4faj_2	-65.8567	-493.531	-23.5668	1583.3	56.4163
3iuk_1	-130.8363	-221.33	-60.1315	1999.64	-26.4388
3vwa_4	-59.19050874	-355.01	-20.8388	1452.59	32.6415
1z1n_2	-82.9834069	-330.272	-37.8955	1435.88	20.9541
1uok_1	-128.6758	-387.366	-66.627	2566.92	15.4244
3gde_1	-173.435468	-512.166	-72.4042	2456.72	1.28524
2ze0_3	-131.497031	-292.843	-57.2954	1602.21	-15.9274
3tbk_1	-108.744237	-588.204	-56.1999	2013.9	64.8572
3ue3_1	-116.653989	-106.15	-58.6279	1445.89	-36.8848
3aii_1	-126.332468	-539.646	-33.3517	1694.3	14.7749
1t1e_2	-22.46782	-82.6066	-41.3502	1315.88	35.4037
2z1a_1	-166.0751	-360.297	-75.3107	2358.89	-18.705
2bib_1	89.507	-275.155	-28.917	1294.08	173.455
2bmb_2	-115.6349029	-292.072	-45.1506	1481.5	-12.1043
3lkd_1	-158.1892	-688.163	-36.4064	1775.59	15.8498
4n7b_2	-97.29764	-65.0712	-49.6329	1441.24	-34.6505
3js8_1	-97.87484	-31.8247	-57.917	1541.71	-33.5929
2vl7_2	36.449656	-128.409	-37.4188	1441	19.0386
4lgc_1	-155.628234	-509.191	-46.3525	1684.02	-7.54881
1yqt_1	22.8403	-262.154	-29.6079	1313.03	104.879
2h8h_1	-97.8873	-263.412	-56.9615	1701.03	11.7566
3omb_1	-89.8464	-433.364	-53.1384	1940.11	49.9648
2bw3_3	-111.157022	-493.182	-44.7693	2064.38	32.1279
3ufb_1	-168.1256	-713.728	-50.8122	2463.64	25.4322
2v9k_1	-110.705366	-369.015	-59.966	1995.23	22.921
4b8j_1	-59.480011	-101.516	-45.799	1372.8	6.42316
3cux_1	-103.781896	-320.744	-61.2376	1745.75	21.4686
3nzt_1	-129.8888744	-291.274	-41.2368	1540.57	-30.4296
3m8u_1	-49.0025	-251.399	-37.0928	1591.14	38.3701
3tpa_1	-71.0498	-232.573	-47.8242	1730.81	23.289
1hyu_2	-97.35744	-300.69	-45.2439	1695.09	8.02446
3pqs_2	-79.1667	-103.074	-48.7724	1483.7	-9.7795
2jgp_2	-49.6378	-205.626	-39.1651	1470.46	30.6525
1oah_3	-74.44747	-114.894	-47.3796	1421.58	-4.08907
4gou_2	-147.412137	-265.614	-39.7682	1420.13	-54.7656
4nj5_1	-88.706751	-215.732	-59.4082	1571.83	13.467
3r44_3	-48.23471	-192.539	-36.1995	1443.43	26.4126
3oh8_1	-76.45876	-165.963	-53.6405	1625.76	10.1507
2r9v_1	-135.2472	-505.781	-60.7165	2288.34	26.6255
3gzs_1	-71.1677	-59.6905	-53.4231	1823.57	-5.8065
3kwl_1	-64.12886	-98.9231	-47.4394	1448.94	3.09516
3nqp_1	-74.2628224	-206.724	-47.0035	1652.99	14.0367
4my4_1	-91.51345	-210.488	-41.3669	1400.62	-8.04895
3e1t_1	-152.636694	-277.823	-68.147	1934.47	-29.1274
3eo7_1	-76.374477	-160.97	-47.2716	1510.09	2.79355
2z5l_1	-143.198822	-396.724	-65.9504	2125.23	1.99248
4eps_1	-39.8473969	-159.641	-45.9097	1452.37	37.9581
3hol_1	-140.9014	-660.144	-36.2898	2168.77	27.4172
3hi0_2	-156.4158396	-498.102	-36.7275	1559.2	-20.1004
3f8t_1	-184.3078204	-386.295	-49.1675	1899.49	-57.9081
1pxy_1	-82.1245497	-296.375	-52.4773	1636.51	29.5355
3zs6_1	-66.198	-237.136	-37.4706	1339.22	18.6998
3q5i_1	-115.884139	-260.835	-70.7313	1742.18	6.91178
2yhs_1	-120.7471	-449.478	-60.5771	1880.79	29.7256
4hwv_1	-169.8099	-487.614	-86.8859	2307.49	14.5988
4dgk_1	-121.932662	-318.559	-38.9762	1356.21	-19.7307
4i0o_1	-95.587731	-395.171	-37.6159	1456.1	20.7788
2g39_2	-103.90144	-69.3087	-47.8957	1269.53	-42.144
3kya_2	-40.0753	-290.756	-20.5183	1281.11	38.5942
3lew_1	-58.959455	-405.413	-30.9494	1603.26	52.8473
3b4w_2	-64.20278	-48.5284	-48.5477	1565.42	-5.9494
3lij_1	-108.564941	-227.476	-48.8722	1526.6	-14.5757
3jq0_2	-78.51532	-212.351	-56.6776	1860.58	20.418
3go9_1	-171.896165	-233.934	-118.387	3318	-6.83109
2cfo_1	-122.73574	-247.733	-68.7252	2050.98	-4.46394
2qzu_1	-147.9905	-477.658	-65.7963	2396.71	13.3374
2y8k_1	-94.7840952	-259.943	-65.3866	1923.66	22.5767
1cbg_2	-99.9731	-125.39	-57.0088	1681.55	-17.8863
3uxf_1	-65.3298422	-73.0307	-70.5651	1707.04	19.8119
4cdb_1	-92.0381	-423.167	-51.5881	2200.23	44.1834
2xu0_1	-107.365518	-165.597	-57.0624	1719.14	-17.3429
3nv9_2	-81.043	-215.597	-56.5445	1517.19	18.6209
1ig8_1	-77.3139	-255.845	-43.4695	1563.67	17.3246
3igh_2	-89.0164	-285.035	-58.4956	1657.28	26.4862
3gue_1	-91.585687	-232.143	-43.9939	1522.27	-1.38259
3hjh_1	-131.4873	-186.133	-73.3264	2369.57	-20.9343
2j1d_2	-64.0324582	-143.293	-53.6001	1689.79	18.2084
3me5_2	-177.495292	-428.366	-54.1977	2026.21	-37.9782
2vxr_1	-119.207045	-141.755	-69.6426	1751.33	-21.2528
3zx1_1	-31.804	-249.981	-31.2377	1460.05	49.4299
4hjh_1	-100.400728	-336.365	-60.436	1902.91	27.0922
2o5r_1	-97.8585	-399.737	-63.4194	2376.27	45.5083
3dmy_3	-102.95731	-197.539	-47.9837	1512.94	-15.9044
3hpa_2	-86.184642	-189.561	-48.7716	1443.02	0.321581
3hdx_1	-95.1816471	-281.662	-53.8783	1555.65	14.9522
4dqv_1	-102.066718	-267.507	-57.0323	1891.29	8.32798
4hq1_1	-46.0662	-249.161	-30.6326	1416.05	34.3986
3n6x_2	-93.75622	-249.419	-55.0767	1660.24	10.8691
3hmu_2	-142.6466	-440.891	-35.5678	1476.37	-18.9006
3re2_1	-83.188062	-130.069	-47.0318	1294.69	-10.4175
1lfw_1	-92.586	-357.653	-53.6844	1775.94	32.629
4ci7_1	-111.8595719	-351.537	-54.7825	1888.9	13.1791
4bwr_1	-163.9648	-372.602	-70.6527	2278.31	-18.7917
2axq_2	-122.88422	-301.356	-53.4656	1987.4	-9.14742
4fx5_1	-118.838013	-407.738	-54.2652	2071.32	16.8416
3fnr_1	-108.582264	-343.201	-47.85	1402.36	7.87342
1wky_1	-103.64173	-158.578	-60.782	1760.1	-11.3049
1zcj_2	-101.6663	-380.328	-50.428	2001.5	24.8273
4hpz_1	-86.629	-85.7775	-53.3253	1566	-16.1482
4o5j_2	-98.616748	-236.018	-50.3547	1598.3	-1.20946
3k6j_1	-93.1302689	-200.247	-44.7295	1380.33	-8.39315
1l2l_1	-134.380315	-261.111	-63.4811	2240.18	-18.9557
4mnr_1	-66.4364573	-325.831	-42.5981	1894.05	41.3138
3mem_1	-38.1569	-380.556	-41.7386	1770.15	7.52523
4e2o_1	-141.6970771	-535.229	-62.0648	2094.26	27.3195
1dq3_1	-106.0981	-258	-51.9881	1584	-2.51
3r38_1	-124.3826563	-143.899	-92.6493	2280.48	-2.96588
3zrh_1	-123.8628146	-193.596	-64.4324	2012.86	-20.7872
1pii_1	-109.08134	-85.8337	-83.8048	1948.2	-8.1098
3dwo_1	-102.040482	-201.127	-62.5326	2019.91	0.717518
2vpq_2	-103.9578	-356.384	-35.6676	1663.11	2.9866
3poh_1	-84.5895	-188.507	-60.7145	1823.8	13.8264
4buc_3	-90.1043632	-218.739	-64.0779	1918.85	17.6703
2qqm_1	-75.426722	-404.922	-27.9784	1608.52	33.3614
4b2z_2	-107.81846	-189.818	-68.6591	1939.6	-1.19576
3aw5_2	-86.7696	-118.339	-49.1106	1736.57	-13.9912
3kv4_2	-90.8722515	-230.009	-36.6211	1599.83	-8.31781
2i0z_1	-112.54259	-354.28	-38.3481	1446.24	-3.33849
2f5u_1	-160.767188	-364.266	-95.6505	2820.18	7.16771
3hxl_1	-179.580374	-390.73	-101.751	2728.53	0.147451
3vkw_1	-112.4665	-173.432	-55.2819	1617	-22.4982
4c3s_4	-105.2748	-146.642	-46.7604	1431.42	-29.186
3vtf_2	-122.9324	-198.128	-44.6469	1618.5	-38.6599
1o5z_1	-118.0001067	-217.247	-56.8774	1691.51	-17.7663
3ef1_1	-119.1006485	-256.775	-55.198	1665.17	-12.5627
4a35_2	-56.8015	-155.415	-55.2593	1654.58	29.5408
1pmi_1	-37.938	-139.164	-38.2662	1304.24	28.161
3u0k_1	-111.0416393	-236.523	-41.726	1589.81	-22.0554
4hxy_2	-66.533565	-207.559	-40.4511	1312.47	15.3249
3gre_1	-116.4078377	-271.541	-65.7464	2213.48	3.61319
3zl8_1	-83.8314	-357.09	-45.5265	1554.13	33.1131
2yjg_2	-113.195973	-548.438	-24.1142	1512.1	20.5122
3h9m_1	-130.308249	-294.178	-61.1203	1825.25	-10.4526
4nar_2	-105.0275	-292.421	-32.0196	1456.38	-14.5237
3oqq_2	-57.9335557	-211.523	-44.3712	1338.37	28.6939
1f20_1	-93.3255	-415.087	-25.5581	1425.42	15.25
3ife_2	-138.2082	-208.203	-66.2746	1762.77	-30.293
3m1u_2	-141.6347	-610.516	-27.8578	1708.34	8.3263
4apy_2	-85.3939	-294.626	-50.2257	1837.55	23.757
4gqo_1	-119.6405	-548.429	-47.451	2224.78	37.4963
3zhc_4	-31.7008	-155.833	-45.4634	1329.88	44.9292
3mpp_1	-127.424637	-291.283	-54.6549	1658.39	-15.0554
3k1t_2	-119.357086	-295.319	-60.1236	1759.08	-0.169686
1z05_2	-81.41708	-157.469	-48.6284	1385.46	-1.29488
2az4_1	-64.3481	-263.969	-50.7971	1468.09	39.2428
2j66_2	-76.795112	-90.8696	-51.2133	1411.91	-7.66611
3tqp_2	-81.2716	-375.726	-44.5741	1625.41	38.2742
4kys_1	-117.40382	-358.115	-50.7683	1883.61	4.98748
3msu_3	-107.4318	-506.197	-42.1902	1946.94	35.9978
1lrz_1	-128.256756	-654.752	-50.6204	2162.74	53.2603
3ka7_1	-98.46943	-201.736	-59.6808	1880.77	1.55857
3d3y_1	-123.028	-220.137	-59.6598	1838.55	-19.3408
1r5m_1	-90.026013	-127.26	-47.1436	1432.74	-17.839
3nxp_1	-113.319237	-347.732	-76.0294	1800.45	32.0541
2po3_2	-82.60975	-285.329	-30.9398	1402.67	5.39585
2dsj_1	-99.26386	-137.251	-75.7598	2126.7	3.94614
3s8m_1	-69.2562	-256.62	-31.9134	1340.73	13.9812
4gkl_1	-139.6560231	-242.347	-92.2525	2725.49	1.03571
4gb7_1	-106.52286	-155.328	-66.9933	1630.5	-8.46396
3l8a_2	-84.6379	-347.081	-47.9326	1820.78	32.7109
3nrn_1	-106.759122	-256.372	-41.2617	1430.13	-14.3085
2imr_1	-117.5031215	-344.272	-58.4803	1797.46	9.73805
3rjo_1	-197.8822378	-220.596	-117.952	2947.79	-35.8897
1pie_1	-83.9762	-251.533	-45.5701	1749.48	11.9005
3l5a_1	-125.69463	-346.294	-46.5989	1591.14	-9.83693
2f6h_1	-151.205382	-253.538	-90.7056	2487.09	-9.88868
3v39_1	-101.868	-257.33	-60.62	2118.85	10.218
1zjc_2	-82.8581	-110.865	-49.296	1524.21	-11.3891
2g29_1	-72.81848	-87.7478	-45.3488	1468.58	-9.92012
2i4i_2	-131.652079	-315.101	-48.8315	1536.1	-19.9278
4af1_1	-186.44155	-638.13	-56.7276	2283.75	-2.08795
1udx_1	-132.1657582	-176.367	-65.999	2146.11	-30.9504
1iir_1	-130.3863804	-201.777	-71.6274	1850.72	-18.4748
3t33_3	-53.39776	-45.4489	-52.4931	1405.81	8.18512
3mgx_2	-119.7798	-536.924	-30.0411	1533.34	17.6461
4irt_1	-102.943724	-210.365	-70.5842	1519.01	9.39839
3o04_2	-90.41183	-190.851	-48.7519	1525.76	-3.48973
2p0u_3	-109.2179	-112.151	-62.1462	1376.45	-24.6415
4hb9_1	-82.0065055	-38.5567	-40.3434	1331.96	-33.979
3okg_2	-121.4754274	-200.795	-45.8831	1558.32	-35.4419
4ell_1	-146.510816	-140.405	-54.6149	1562.3	-64.137
3ll7_1	-119.3476699	-387.655	-45.0177	1424.11	3.16022
3asi_1	-113.3032	-227.46	-54.9752	1854.07	-12.836
1eu8_1	-78.31868	-169.811	-54.3364	1706.09	9.97992
3abb_1	-121.5426291	-252.77	-67.077	2172.64	-3.97807
1odo_1	-92.8039055	-248.053	-50.7669	1554.26	7.56056
2xxl_1	-64.03162	-121.931	-36.0921	1218.21	-3.55332
2au3_1	-78.107	-435.83	-34.3129	1734.87	43.3719
3sto_1	-144.328336	-354.115	-78.5144	2425.49	4.82395
1ued_1	-121.8393351	-297.564	-52.0377	1743.97	-10.3662
3cai_2	-125.6795	-484.08	-39.0261	1572.38	10.1626
3p54_2	-124.3055	-261.987	-52.176	1487.49	-19.7321
1ydx_2	-105.93158	-211.546	-68.6598	2028.28	5.03742
3oc9_1	-44.31	-296.26	-51.4093	1579.85	66.3513
4n03_1	-59.4604	-268.846	-46.4787	1874.09	40.7875
3g5b_1	-186.2946411	-696.678	-36.2378	1707.21	-10.7271
3laf_1	-143.50678	-91.0229	-63.9864	1645.51	-61.3158
3k50_1	-151.5261171	-283.075	-77.5617	2447.24	-17.4398
1zjk_1	-205.9982137	-417.43	-97.7548	2516.67	-24.8022
3liu_1	-82.4894133	-82.2531	-49.754	1381.25	-16.3653
1aye_1	-72.17017	-184.868	-31.2473	1476.14	-3.94927
2q8k_1	-134.37659	-374.222	-50.4599	1491.01	-9.07229
1inp_1	-143.3152	-270.277	-50.5129	1719.24	-38.7469
3od1_2	-112.176225	-268.389	-41.9508	1356.33	-16.6789
4lg9_1	-108.548481	-440.963	-46.6864	2117.77	26.1531
2i71_3	-33.2387738	-149.071	-45.0376	1371.44	41.5793
1zor_2	-59.6514	-299.207	-43.709	1485.22	43.899
4k05_2	-77.58136	-217.141	-45.2209	1457.75	10.9454
4imm_1	-100.5801563	-221.264	-56.0242	1363	-0.379124
2x3n_1	-95.6546809	-349.298	-42.473	1888.88	16.6442
1io1_1	-133.7738	-237.88	-70.5486	1700.29	-15.6492
1yxa_1	-85.1258	-293.917	-55.1093	1744.36	28.7669
3dty_5	-144.470873	-139.977	-71.9731	2092.15	-44.646
3tug_1	-143.345006	-229.162	-62.7184	1988.26	-35.0209
3k7n_1	-88.00074	-253.274	-45.155	1283.14	7.80906
3buj_2	-118.9119	-283.042	-39.0954	1397.72	-23.2081
4ija_2	-102.0014005	-418.61	-37.732	1750.24	19.3965
3c0k_2	-68.2318	-203.714	-41.3295	1522.39	13.8405
4bqq_2	-93.26937	-267.172	-43.531	1360.8	3.47202
4dd5_2	-78.7704577	-158.67	-59.6644	1803.33	12.6079
1r6x_1	-110.292	-342.562	-52.7355	1628.45	10.9559
4kk7_1	-116.16644	-283.261	-62.1094	1979.31	2.59516
4b46_1	-129.703724	-299.07	-44.4126	1473.81	-25.795
2b9l_1	-133.46934	-205.015	-41.2803	1446.93	-51.3859
3cin_3	-79.0657	-441.224	-35.0743	1759.91	44.2534
3uwd_2	-59.6273	-253.397	-29.8503	1352.79	20.9024
3k0b_1	-97.5726743	-124.844	-68.495	1778.03	-4.19806
3gir_1	-88.72058	-165.594	-47.6894	1589.37	-7.91238
1zb1_1	-78.5262	-266.362	-44.0718	1547.69	18.818
1suj_1	-88.4683988	-248.93	-61.5794	1915.75	22.8738
1u7l_2	-81.4295336	-151.938	-52.2441	1737.83	1.1837
3g3o_1	-109.887979	-220.168	-55.5425	1915.21	-10.4555
2oay_1	-211.569788	-414.354	-97.6708	2612.24	-31.1516
